Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
12/06/2023 18:44;elio;1,52E+18;simdjakes;1,52E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"9. pokoknya gama lagi imejin peluk gitu lah, terus gue tanggepin, terus kata dia 'GA GITU DONG' kan gue panik ya, jadinya kayak hah kenapa apa yang salah
10. ?
11. baru jake doang sumpah
12. Part of your world - halle bailey
13. drink
14. drink
15. @jaedhitaa ehehe https://t.co/feQQDBfeZx";;;0;1,67E+18
12/06/2023 16:10;Popbela.com;1079628559;;-1;in;<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>;Pesona Halle Bailey, Pancarkan Aura Princess yang Menawan https://t.co/saN1WR0NpX;;;1;1,67E+18
12/06/2023 15:54;????;381945774;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;berkali kali nonton inj masih aja kagum, ya ampun suaranya Halle Bailey memang dahsyat ? https://t.co/wjLa5aOOrC;;;0;1,67E+18
12/06/2023 14:06;Moviegoers Indonesia;522919955;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
12/06/2023 13:44;Aby Surmadi;7,58E+17;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
12/06/2023 12:37;paradigma film;3666745992;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
12/06/2023 12:06;???;278387701;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Halle Bailey emang cantik banget sih dan suaranyaaa ?

Scene nunjuk bintang Aries buat ngasih tau namanya Ariel part terkocak IMO. Gak bisa berhenti ketawa, kok kepikiran ? https://t.co/xWvRBxWeXf";;;0;1,67E+18
12/06/2023 08:58;Agnes Mira;3429361576;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
12/06/2023 08:53;sonia;614157353;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"The Little Mermaid movie cantik, indah, sungguh eyegasm.
Halle Bailey, oh she’s stunninggg! 
Lupakan kalo gua pernah komen makeup nya kureng.";;;0;1,67E+18
12/06/2023 00:38;Dan. // follback (???•???•???);3025663310;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
12/06/2023 00:25;Andi Achmad Abd. A.;186744115;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
11/06/2023 23:58;Reee...;1,26E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @cinecrib_: Ini adalah foto latihan Halle Bailey waktu mau main film Avenge... eh bukan, bukan Avengers, tapi The Little Mermaid.

'Ribe…";;;19;1,67E+18
11/06/2023 23:25;reissaelv;268224337;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @DisneyStudiosID: ?Watch and you'll see...? 
Penampilan ikonik dari Halle Bailey saat menyanyikan #PartOfYourWorld di @Disneyland!

Disn…";;;4;1,67E+18
11/06/2023 22:50;ola;2585478684;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
11/06/2023 21:53;SiPalingBioskop;1,19E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
11/06/2023 21:46;Sinema Tengah Malam;1,17E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @TarizSolis: Akhirnya nonton lagi 'The Little Mermaid' setelah diajakin temen & masih ngerasain sensasi yg sama seperti pertama kali: ba…;;;22;1,67E+18
09/06/2023 20:29;dew camaba (aamiin) era;1,46E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @HabisNontonFilm: Kalo ada alasan kenapa The Little Mermaid perlu dibuatin live action, salah satunya pasti karena Halle Bailey.

She's…";;;338;1,67E+18
09/06/2023 20:21;Erika;106657250;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Ketagihan bgt nnton Halle Bailey suarana cakep anet;;;0;1,67E+18
09/06/2023 20:19;Wijen;1,19E+18;sugarglaiderr;1,19E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@sugarglaiderr Halle Bailey, yg di little mermaid wkwk;;;0;1,67E+18
09/06/2023 20:19;?. Reyhan;1,10E+18;kmyohaan;1,10E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"1. Stitches - Shawn Mendes, Part of Your World - Halle Bailey, Almost is Never Enough - Ariana Grande
2. Kagum sama tekad dia
3. Masih hidup, sehat, dan bisa makan
4. Tempe
5. Menghindari ikan kepleset
6. Hanya Tuhan dan orang tertentu yg tau, aku bukan salah satunya";;;0;1,67E+18
09/06/2023 18:22;Kompas Lifestyle;238047889;;-1;in;<a href='http://health.kompas.com' rel='nofollow'>KOMPAS.com   .</a>;Latihan Fisik Halle Bailey demi 'The Little Mermaid', Mulai Jam 4 Pagi https://t.co/mmBJW1HxVw;;;0;1,67E+18
09/06/2023 17:10;??;2960757265;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;Halle bailey suaranya bagus BGTTT merindinggg;;;0;1,67E+18
09/06/2023 16:58;Oom Batara Yamadipati ?;152135346;batarayama;152135346;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Apalagi Poor Unfortunate Souls. Yg di animasinya eery, demanding, villanous, jadi flat macam roti prata.
Dibandingkan Halle Bailey, menurutku malah Mellisa McCarthy tuh off banget sebagai Ursula. Jahat dan liciknya ga dapet.";;;0;1,67E+18
09/06/2023 16:58;Oom Batara Yamadipati ?;152135346;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Setelah nonton The Little Mermaid, IMO, Halle Bailey as Ariel...ah ga masalah. Okay okay aja lah  deseu mah.
Gue malah menyayangkan aransemen beberapa lagu yang jadi flat dan ga magical. Apalagi Under The Sea dan Kiss The Girl; the magic is lost.";;;0;1,67E+18
09/06/2023 15:28;Ajeng;33811268;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;Halle Bailey jadi Ariel tuh cocok sebenernya, matanya gemes, lincahnya dapet. tapi ada yang kurang, apa yah.. pas endingnya tuh kurang maksimal menurutku.;;;0;1,67E+18
09/06/2023 13:10;tia / avail lc cc;1,47E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;nangis bgt baca komenan org” ke halle bailey dirasisin smpe sebegitunya;;;0;1,67E+18
09/06/2023 10:01;Mister Wibisono;1,48E+18;thenamesakbar;1,48E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Padahal gak perlu promosi 'representasi' supaya film ini bisa diterima di kalangan luas.

Maksudnya gini, Singing voicenya Halle Bailey emang kuakui sesuai harapan, namun bukan cuma ini yang kumau dari remake The Little Mermaid.";;;0;1,67E+18
